class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,994,0,80,,0,0,0,0,0,13556,51654,25744,13354,4668,0,0,37050,0,0,0,12696,18702,123898,123298,51482,4666,0,0,0,0,112,96,0,0,0,0,0,0,0,47084,61892,0,854,342,962,8704,62006,33436,2672,0,0,0,66822,13826,12242,6874,4294,3040,1328,496,52,2,188232,26,24,4,0,37050,974,37036,14168,,,,,,,,,50520,993.65,188232,188232,186760,324,0,18296,187060,109224,1209600,1816,,,,55143.36,24960.96,27749.76,8,88,0,202,19900,28026,42168,13240,5312,112,16,0,,42,188232,0,1740,90,64,7424,10754,22780,60276,5834,14,0,,,,,,,,,,490,262,0,25102,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,336.6,224,55102,10982,2786,1736,5974,8624,20388,3384,0,0,0,0
neg,2372,,2130706434,360,0,0,0,0,0,0,102,99680,33290,12,0,0,60436,0,0,0,0,0,131044,122936,12370,4670,0,0,0,0,54,246,0,0,0,0,0,0,32560,11772,88752,0,116,16,48,50,1642,131212,0,0,0,0,24926,92100,12734,2980,234,88,18,4,0,0,143462,14,754,268,0,60436,1104,6434,5902,,,,,,,,,12040,2371.61,143462,143462,144972,465,0,14124,143040,133084,1209600,1930,2,4,0,119964.48,0.0,12978.24,0,30,0,0,0,47874,82268,2308,544,90,0,0,0,4,143462,,232,32,112,6282,854,12580,111014,1890,88,0,544,446,120196,97456,0,10,0,10,120502,106,56,0,0,0,0,0,0,0,0,636,114,104,0,0,1116,230,1006660,100748,0,0,0,0,1371620,80.98,90,14044,9730,4996,2370,7660,94262,22,0,0,0,0,0
neg,48044,,414,390,0,0,0,0,0,0,265768,1697768,1190472,174716,11286,0,1565506,0,0,0,694,1196,3116340,2823964,555574,216696,0,0,0,0,660,340,0,0,0,0,0,86208,2947692,306070,40,0,2380,866,1198,3682,1297704,2029544,4636,0,0,0,1132076,860712,244160,194966,170022,169486,245214,320150,3224,0,3673486,28,74,330,16,1565506,27898,323312,230460,114660,173680,254960,,,,,,4080,48043.79,3673486,3673486,3643456,20943,17906,119430,35580,3340010,1209600,79448,0,74,0,2937262.08,7075.2,392827.2,0,0,0,0,9212,698014,1493156,990514,129982,15702,3316,114,4,8,3673486,,5274,788,86592,271772,142058,2235112,582876,15422,116,0,720,850,2930104,49798,0,276,0,10,2972908,2386,260,0,0,160,8650,0,0,0,0,16584,128758,14914,0,0,79776,8972,190520,22292,0,0,0,0,8340780,1319.88,1620,422452,631390,530424,315062,649556,448956,218396,100016,23758,0,0,0
neg,168,0,2130706432,60,0,0,0,0,0,0,36,50382,58068,606,0,0,44036,0,0,0,0,0,129240,111970,55672,5584,0,0,0,0,68,496,0,0,0,0,0,0,0,4416,104676,0,838,216,280,916,688,47146,59008,0,0,0,74226,24710,4258,1806,1246,808,742,596,248,452,185044,26,68,96,0,44036,1550,43062,11464,,,,,,,,,53940,167.34,185044,185044,195440,361,56,17328,183620,109484,1209600,4822,2,16,0,81312.0,1014.72,25959.36,10,114,0,0,0,13748,46670,38162,9924,574,14,0,0,20,185044,0,1490,110,3800,2762,2716,61350,33802,2968,94,0,50,632,85120,24912,0,94,0,0,85256,280,162,0,0,0,548,0,2512,0,0,1406,0,0,6584,814,2980,476,570520,57108,57372,114,0,0,0,5.44,252,29992,16100,11480,6622,12698,9858,15736,6606,0,0,0,0
neg,151436,,,,,,0,0,0,0,29258,1430470,7021456,1854498,40452,1076,3949718,3880,17790,,472,1192,8792520,7900512,1922822,809022,,0,0,0,,,0,0,0,0,0,553864,4812414,4004872,1006060,0,13330,18314,23542,163274,6191788,3966670,292,0,0,0,3689708,1722964,1121468,1003974,928454,889828,669196,325976,25390,252,10718226,,,,,3949718,106942,880118,1032592,194580,214680,189280,188980,230880,229960,216540,261560,148880,151435.19,10718226,10718226,,70814,,,1011480,,1209600,,,,,9339892.8,0.0,1030111.68,,,0,0,2916,297832,3744446,5368716,721440,147014,78068,16778,,,10718226,,12344,2426,390072,420680,1033404,7509858,970228,38106,92,0,,,,,,,,,,,,,,,,,,,,54782,,,,,,,,,,,,,,,,1082062,2735880,1331610,679948,1359726,1126200,985742,588448,480562,7032,,
neg,1958,,12,12,0,0,0,0,0,0,2826,65388,55996,10,0,0,53622,0,0,0,0,0,117132,106276,15342,7118,0,0,0,0,76,46,0,0,0,0,0,3720,101852,3836,14812,0,102,22,50,78,15000,108742,226,0,0,0,53848,38176,16362,8748,5452,1342,284,8,0,0,132518,0,204,20,0,53622,1336,6890,8412,,,,,,,,,15020,1958.94,132518,132518,135174,364,0,12984,132160,124220,1209600,3256,0,10,0,108596.16,0.0,15443.52,0,0,0,0,0,31728,70746,19380,1892,396,78,0,0,6,132518,,232,30,76,9266,4218,82788,26668,942,0,0,14,166,109918,30560,0,0,0,0,109918,144,44,0,0,0,0,0,0,0,0,686,824,230,0,0,3754,564,220,24,0,0,0,0,958960,78.78,94,17092,18322,6726,3986,18064,59100,930,0,0,0,0,0
neg,179302,,1216,994,0,0,0,0,0,0,68586,1710734,7012636,2287896,41218,0,5890452,0,0,0,0,0,9643144,8238414,1834042,1226904,0,0,0,0,906,238,0,0,0,0,0,210356,5039024,5334318,537372,0,5682,1566,2740,419256,8385896,2305176,754,0,0,0,3931162,2393368,1021330,724942,674678,2071302,304288,0,0,0,11478490,0,1904,392,18,5890452,179322,857282,967738,201100,193020,226560,202460,190980,183960,175820,154320,87200,179301.88,11478490,11478490,11473386,75419,70248,46736,575360,11121070,1209600,319696,0,614,0,9649227.84,0,1464413.76,0,0,0,0,3290,267844,2813196,5428612,2475124,105146,22886,4972,160,188,11478490,,11506,1718,17410,804414,545786,5084518,4579060,76492,166,0,2028,620,7956574,460580,62,10782,0,0,9640614,7454,610,0,0,0,0,0,0,0,0,97974,125214,23064,0,0,335818,68598,1197660,765390,0,0,0,0,4059260,3403.34,3608,1521070,1887612,1309188,595452,1151140,1083782,1177050,1030494,1261706,103576,0,0
neg,125076,,712,638,0,0,0,0,54,389086,2415114,3583500,1306114,124536,14590,0,3254224,0,0,0,220072,329918,6627358,5941486,1327626,717446,16,0,0,0,1274,2904,0,0,0,0,0,0,197806,5552494,2082694,0,4940,4042,7720,11492,2984028,4820772,0,0,0,0,2272254,3009916,1005372,491442,281926,182618,164936,182500,91756,150274,8176952,20,8730,3580,0,3254224,96776,559140,765998,158280,193480,171680,292120,164340,213180,,,116620,125076.51,8176952,8176952,8165422,44183,948,78040,900700,7832994,1209600,233238,16,88,0,6405546.24,325036.8,1094152.32,12,670,0,65950,915430,2975260,2681022,1037638,137532,17980,2182,0,200,204,8176952,,7640,1910,722932,414474,5803702,881452,884,0,0,0,536,5252,6444748,2200312,0,2844,0,0,6457962,9048,760,0,0,1920,326164,0,0,0,0,55466,52942,23326,23260616,2739588,202344,30296,16495820,1657724,7996414,84342,0,0,16569130,3503.26,4422,1477310,867408,688130,339802,799432,437904,1018924,2181994,22090,0,0,0
neg,40918,,234,196,0,0,0,0,0,0,23426,751876,1486426,309004,27986,954,1313332,0,0,0,0,0,2293884,2016938,454300,223178,0,0,0,0,1198,222,0,0,0,0,0,73316,1192050,1173902,160404,0,3184,348,566,1052,37386,2556686,450,0,0,0,760130,557466,212170,180740,171644,169928,200164,336430,10962,38,2748622,184,244,332,10,1313332,32994,220498,231318,142900,251020,,,,,,,55480,40918.92,2748622,2748622,2745026,19792,7592,29032,323880,2599672,1209600,77598,0,114,0,2293873.92,0.0,302009.28,0,594,0,0,128,132206,1025054,1183220,244966,11116,2768,214,28,44,2748622,,5410,428,65456,150304,118296,1780722,467190,11698,168,0,396,702,1899538,19854,308,2180,0,0,2319282,1652,144,0,0,0,0,0,0,0,0,18514,33966,6194,0,0,63030,11876,885660,132976,0,0,0,0,1176290,867.7,1024,320058,462992,342764,158454,365084,328784,258318,159640,200366,3212,0,0
neg,29916,,1312,,0,0,0,0,0,0,65696,1023002,1727574,286506,8002,470,1512848,0,0,0,0,0,2534882,2078776,733096,378788,0,0,0,0,4578,540,0,0,0,0,0,72358,497400,921946,1619546,0,3620,2176,3488,5716,777606,2318602,32,6,4,0,1525778,458788,208942,184590,173444,172296,164340,175580,46344,1148,3268698,88,178,304,130,1512848,54696,206922,523060,296200,243700,1310700,1310700,1310700,1310700,1310700,1310700,185700,29916.89,3268698,3268698,,17155,32916,78818,840900,,1209600,116198,,,,2262332.16,0.0,844633.92,,,0,0,6956,364030,1576972,1047362,95770,16018,4084,58,,60,3268698,,3352,568,158686,549466,240100,1800618,349944,8512,4,0,1954,4372,1132084,74432,340,88534,0,0,2084852,3880,266,0,0,0,0,0,0,0,0,33150,17172,3642,0,0,68728,13422,1878840,417402,0,0,0,0,0,,,873462,926268,334936,161438,410980,264418,71582,27596,37998,2572,0,0
neg,902280,0,7494,,0,0,0,0,103702,2323550,16220704,23021922,11495088,1824972,244086,14806,26097802,1444,38,0,1143666,1870210,47106742,42926472,9601482,4368450,0,0,0,0,5490,848,0,0,0,0,0,20046,2190870,29423380,23609864,4670,54108,21230,30874,173176,1007796,50667038,1814108,1480496,4,0,20100698,10172136,6767460,4627622,2807360,1826510,1371366,1094944,603266,5877468,57861048,21130,31880,120754,4144,26097802,657130,3943976,5621856,166400,175420,235240,168820,188500,193520,233620,194320,167940,902279.46,57861048,57861048,57255412,340229,1035486,34160,921800,55269514,1209600,0,,,,45807951.36,0,9417946.56,426,5920,23422,310856,2812246,6599450,14664480,14169072,10046104,5256862,1155888,210450,,0,57861048,0,65746,7918,4454282,3996234,6675726,36745888,3173326,129048,662,0,,,,,,,,,,29654,1558,0,0,0,0,0,0,0,0,367640,131540,35520,101964632,14730312,1409394,187346,117744120,15017110,54691854,637656,0,0,604622320,18543.12,17518,9634860,6065800,3895792,2362526,4758240,6358478,15231626,6867980,73482,46,0,0
neg,450,0,18,18,0,0,0,0,0,0,14986,42272,29564,0,0,0,33872,0,0,0,552,922,99018,83204,53566,4368,0,0,0,0,44,22,0,0,0,0,0,0,0,21014,65808,0,798,296,312,934,616,51050,32816,0,0,0,61678,8492,5426,5432,2852,1812,624,278,198,30,153306,2,4,22,4,33872,1340,41222,12238,,,,,,,,,52320,450.48,153306,153306,151908,201,438,14560,151780,87210,1209600,2156,0,18,0,33396.48,0.0,52356.48,0,100,0,0,2652,26072,37520,17090,3304,176,8,0,0,18,153306,0,1908,126,152,10088,7686,30832,34434,1596,0,0,12,46,38166,276,0,18,0,0,38464,466,238,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,533.56,292,55154,13568,3828,472,1288,2894,4588,5030,0,0,0,0
neg,10550,,0,,0,0,0,0,0,0,54782,325894,254946,108966,300,0,333624,0,150,0,0,0,730754,711482,32476,11584,0,0,0,0,0,0,34636,16548,9448,18938,6152,75242,192218,210894,180812,0,628,318,642,466,198188,544642,4,0,0,0,395574,284570,46932,13902,2918,664,248,76,4,0,763336,0,16,2516,54,333624,3230,13150,19198,,,,,,,,,31420,10550.2,763336,763336,759362,2409,37866,75810,762100,744888,1209600,0,,,,704754.24,0,39325.44,,,0,0,9072,161244,391272,137500,43776,1720,304,0,,10,763336,,388,120,38736,30594,30350,590054,52270,2366,10,0,,,,,,,,,,340,88,0,0,0,0,0,0,0,0,1556,652,198,0,0,8726,1416,4707000,494552,0,3158,0,0,9550310,,,42532,60260,531128,85588,18646,4342,1848,508,36,0,0,0
neg,1840,,78,74,0,0,0,0,0,0,18684,71128,6004,210,0,0,41230,0,0,0,178,226,88596,79752,12110,7006,0,0,0,0,42,14,0,0,0,0,0,11614,67940,2694,13778,0,106,16,14,42,2280,93564,4,0,0,0,11414,54560,18682,7298,3460,338,142,128,4,0,100906,0,4,352,0,41230,1128,6052,6034,,,,,,,,,11920,1839.35,100906,100906,103852,406,66,9956,100680,96026,1209600,2056,0,4,0,91627.2,0.0,4320.0,0,0,0,0,8782,64990,18508,3462,264,20,0,0,2,6,100906,,126,24,466,1958,1242,35960,53244,2878,128,0,138,110,91994,65196,0,0,0,36,92082,56,34,0,0,0,0,0,0,0,0,578,418,110,0,0,1610,388,360,198,0,0,0,0,839390,88.74,50,4880,7856,4930,2344,5862,69668,486,0,0,0,0,0
neg,31442,,688,312,0,0,0,0,0,0,10846,763262,2127228,977490,181630,81910,1752104,7494,0,0,0,0,3597242,2953814,1038918,505042,0,0,115614,0,600,140,0,0,0,0,0,468570,2334416,713380,626000,0,4728,2926,4274,333866,2352528,1419440,24604,0,0,0,2165334,703072,262754,204560,185614,185326,251478,184194,34,0,4637412,126,178,6200,132,1752104,49910,419016,608760,272140,268580,221720,,,,,,263220,31441.1,4637412,4637412,4607262,21738,5224,92026,994600,4142366,1209600,131806,0,314,0,2917703.04,0.0,1220268.48,0,0,0,0,1024,175232,1231202,1911308,752870,64002,6370,358,286,330,4637412,,9480,1114,90422,494336,260558,2255786,991922,38320,428,0,840,458,2794022,310430,32,8730,0,0,3042926,4640,504,0,0,0,0,0,0,0,0,30652,11892,3640,0,0,87088,14830,812280,93184,4401306,48076,0,0,30440230,2788.16,2760,1264352,1427286,881866,259498,269590,37452,2246,68,8,0,0,0
neg,40014,,496,398,0,0,0,0,0,0,130,24274,2091956,740050,32478,858,1475474,0,74,0,0,0,2438962,2024962,675260,337062,0,0,0,0,2850,350,0,0,0,0,0,0,766904,2121724,1118,0,3074,634,1572,130356,1869828,884266,16,0,0,0,1127314,738658,296246,180558,118862,81230,83594,262762,522,0,3114722,68,18,104,4,1475474,53214,331560,338570,274800,250800,,,,,,,143320,40013.17,3114722,3114722,3090574,17269,826,63928,688780,2889746,1209600,75640,0,90,0,2634147.84,0.0,251115.84,0,0,0,0,0,9446,791460,1679992,386820,18616,3286,126,8134,8138,3114722,,5210,492,15730,176462,122740,1646896,902582,19506,128,0,704,972,638672,64176,40,4424,0,0,2654604,2038,94,0,0,0,0,0,0,0,0,29822,2908,850,0,0,86066,11714,6899660,1656394,0,0,0,0,10013180,1379.18,1296,309556,1163364,1276880,17732,32170,33518,29144,14348,12726,308,0,0
neg,40478,,92,66,0,0,0,0,0,0,342,512064,1650136,398334,23776,300,1147604,0,0,0,0,0,2341340,2055614,380470,222050,0,0,0,0,270,110,0,0,0,0,0,52244,1050310,678362,804036,0,1990,1132,1428,453194,1919892,207310,6,0,0,0,935326,510956,219852,185926,161114,143046,172168,256508,56,0,2722418,62,74,324,2,1147604,29188,206700,172612,138980,204520,,,,,,,31620,40478.79,2722418,2722418,2708494,18057,7662,25984,296780,2584952,1209600,66248,0,116,0,2248457.28,0.0,334243.2,0,0,0,0,0,10930,693286,1390350,464236,22400,3602,148,248,258,2722418,,3638,474,13538,146584,150462,1870572,391504,8146,34,0,148,382,2128622,21676,12,8814,0,0,2271130,1536,146,0,0,0,0,0,0,0,0,16090,44892,8720,0,0,79194,13986,222100,51904,0,0,0,0,478820,1100.28,1182,354344,392600,321216,159162,362710,386370,355456,201258,51836,0,0,0
neg,38212,,726,694,0,0,0,0,0,0,952,141938,1951976,962452,65096,5024,1238584,0,0,0,0,0,2736088,2297732,531488,337676,0,0,0,0,1300,370,0,0,0,0,0,135478,2199022,636226,156712,0,4138,2834,3620,638800,2301578,176458,10,0,0,0,1250260,610486,246584,216610,197952,177886,230964,196696,0,0,3268688,226,6,294,16,1238584,36276,181038,348192,221120,174560,,,,,,,125460,38211.63,3268688,3268688,3261162,19774,2712,77566,837600,3127438,1209600,100074,4,152,0,2549236.8,47040.0,527809.92,0,0,0,0,0,6528,650578,1737562,678534,44698,8836,702,0,4,3268688,,7476,1044,64396,394278,163332,1851176,621290,24380,66,0,896,1260,2276140,52314,0,340,0,16,2575826,4588,436,0,0,20,47148,0,0,0,0,23244,30166,5388,0,0,74106,11588,1040220,128728,3052254,4042,0,0,8632680,2103.9,2410,604830,850430,381530,173104,361130,333362,244048,130710,48216,78,0,0
neg,10,,2,2,0,0,0,0,0,0,64,0,1526,2374,0,0,1560,0,0,0,0,0,5760,4512,1980,486,0,0,0,0,2,0,0,0,0,0,0,0,3964,0,0,0,54,12,10,8,544,3332,4,0,0,0,3470,326,72,28,8,8,50,2,0,0,7746,0,4,6,0,1560,98,784,1184,,,,,,,,,1880,10.17,7746,7746,9584,8,0,728,7640,3964,1209600,314,2,4,0,1841.28,325.44,1757.76,0,6,0,0,0,0,780,2998,186,0,0,0,6,12,7746,,74,4,18,598,68,1114,1644,436,8,0,2,0,2506,230,0,14,0,22,2562,42,36,0,0,0,404,0,0,0,0,96,0,0,0,0,40,20,7520,752,8088,14,0,0,0,33,30,2234,1578,152,0,0,0,0,0,0,0,0,0
neg,4938,,138,128,0,0,0,0,0,0,14876,374628,413476,83520,0,0,338652,0,0,0,388,830,634062,409480,366104,187722,0,0,0,0,144,526,0,0,0,0,0,0,0,15922,870578,0,900,412,608,1838,5346,877394,2,0,0,0,540886,219118,45382,24692,13292,9074,9536,23762,758,0,1000880,300,310,70,0,338652,14978,94416,271050,,,,,,,,,363060,4937.97,1000880,1000880,993468,2686,4,97080,997280,886500,1209600,57748,10,48,0,529559.04,147324.48,207812.16,0,98,0,0,1458,93642,342800,406492,35540,4964,1592,12,66,70,1000880,,2812,324,151630,194910,45400,328280,153298,9810,36,0,118,1118,533910,39230,0,706,0,0,554748,5482,450,0,0,33920,171462,0,0,0,0,8702,944,162,0,0,35062,5918,3080,276,0,0,0,0,0,598.62,646,378104,267594,178084,40764,11858,7192,1736,1164,4,0,0,0
neg,16,,22,22,0,0,0,0,0,0,2760,4838,1924,0,0,0,3790,0,0,0,74,198,7638,3936,10826,884,0,0,0,0,20,14,0,0,0,0,0,0,0,670,8852,0,1080,8,14,28,22,8370,0,0,0,0,8078,550,170,128,28,18,70,396,82,2,18578,0,0,0,0,3790,274,6374,4386,,,,,,,,,10560,16.62,18578,18578,18936,31,0,1634,18240,9522,1209600,512,2,4,0,3449.28,0.0,4997.76,,,0,0,2004,4784,1656,1078,0,0,0,0,8,16,18578,,1090,14,22,38,240,7324,794,0,0,0,28,24,3158,32,0,0,0,0,4500,64,42,0,0,0,0,0,0,0,0,274,0,0,978,286,46,40,380,38,0,22,0,0,0,,,6202,3040,154,22,32,24,16,32,0,0,0,0
neg,750,0,0,,0,0,0,0,0,0,2,1400,190,0,0,0,17926,0,0,0,2228,3858,43758,37484,32910,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,28,30,30,24,34,1436,10,0,0,0,1588,4,0,0,0,0,0,0,0,0,78998,0,0,0,0,17926,486,24524,7994,,,,,,,,,32140,750.47,78998,78998,11028,2,0,7472,78240,1606,1209600,0,,,,34901.76,0.0,10464.96,0,14,0,0,0,878,714,0,0,0,0,0,,0,78998,0,26,6,8,2,0,392,1120,38,0,0,,,,,,,,,,24,14,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,5120,512,0,0,0,0,0,0.14,14,1196,396,0,0,0,0,0,0,0,0,0,0
neg,90832,,444,410,0,0,0,0,0,0,144,176366,4218176,1563556,73862,8532,2726748,0,0,0,0,0,5091956,4110188,1126060,863682,0,0,8746,0,1716,280,0,0,0,0,0,0,1303238,4735662,1736,0,3082,916,1858,210850,4495968,1327452,510,0,0,0,2035992,1310450,668122,487768,363466,284402,334108,556168,160,0,6218826,550,742,244,2,2726748,84304,463282,659826,194680,193760,218340,233700,248000,,,,27960,90832.21,6218826,6218826,6202268,43749,2396,8530,160460,6040636,1209600,154462,0,158,0,5362979.52,0.0,673519.68,0,0,0,0,0,14494,1365906,3715448,894472,40332,9254,730,0,8,6218826,,8238,1086,69434,257876,271718,4127122,1287756,17200,206,0,608,688,5149346,173066,6,698,0,0,5389728,4408,260,0,0,0,0,0,0,0,0,49756,31356,5688,0,0,102404,28108,1164880,134944,0,0,0,0,35034100,2040.82,2258,700964,1221752,917454,430858,847864,855748,509438,264698,282570,9290,0,0
neg,43176,,470,326,0,0,0,0,0,0,3416,492756,2221154,507738,19826,86,1503908,0,0,0,0,0,2659754,2129688,753840,430388,0,0,0,0,2734,454,0,0,0,0,0,0,20506,33980,3190490,0,16100,10748,6476,47522,2294694,869318,118,0,0,0,1157166,954586,360976,229442,145320,102818,93618,200912,138,0,3414628,94,704,1938,10,1503908,64276,222214,526874,249580,262580,,,,,,,231140,43176.39,3414628,3414628,3402490,17478,0,91366,984160,3244976,1209600,102502,0,112,0,2675793.6,0.0,564120.96,0,0,0,0,0,121858,1594586,1267406,232334,24202,4512,78,46,50,3414628,,9208,920,21276,335370,144862,1662892,1043262,27078,108,0,562,1470,2710176,68534,0,308,0,0,2734328,2982,318,0,0,0,0,0,0,0,0,46180,26938,5606,0,0,118008,19874,17840,1800,0,0,0,0,1017580,2253.98,2224,592920,679764,392800,233252,665454,492582,148592,29902,9680,30,0,0
neg,366,,28,,0,0,0,0,0,0,72,23512,4862,0,0,0,13976,0,118,0,0,0,26274,22156,24380,1782,0,0,0,0,4,2,0,0,0,0,0,0,21558,5584,1304,0,1404,12,38,42,570,26358,22,0,0,0,16184,8490,2906,370,54,22,102,318,0,0,50662,2,6,26,0,13976,366,20080,4186,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,24220,366.22,50662,50662,54194,87,0,4902,50460,28446,1209600,924,,,,22058.88,0.0,5024.64,,,0,0,0,18464,9048,826,90,18,0,0,,4,50662,,1374,14,724,1822,538,19458,4054,450,12,0,16,2,17080,12388,0,116,0,0,19940,86,28,0,0,0,0,0,0,0,0,258,0,0,0,0,518,106,12780,1278,0,0,0,0,0,,,6862,5784,1162,300,638,13658,42,0,0,0,0,0
neg,30354,,652,628,0,0,0,0,0,0,31548,387990,1000324,429798,33992,4904,918700,0,0,0,0,0,1793704,1648688,179348,117508,0,0,0,0,2248,452,0,0,0,0,0,49672,910040,901806,27038,0,1182,700,886,110292,1191126,584346,24,0,0,0,548466,574456,183746,120320,78394,55048,57920,267012,3194,0,1973366,80,26,252,8,918700,17254,77372,101366,111520,,,,,,,,64900,30353.65,1973366,1973366,1960304,12470,410,74530,760460,1888556,1209600,66532,0,36,0,1674508.8,0.0,212880.0,0,0,0,0,6800,200058,584370,735502,340680,17234,3714,198,38,42,1973366,,2312,312,57096,131292,67058,1259130,352202,18778,376,0,1070,1232,1675596,70942,0,22464,0,20,1687976,1252,142,0,0,0,0,0,0,0,0,8692,22980,4178,0,0,69138,9870,38380,5494,0,0,0,0,578950,636.12,692,223198,289388,250956,130246,291558,276070,174876,108990,143232,42,0,0
neg,113942,,2130706436,1526,0,0,0,0,0,0,69762,2822032,3787154,487230,8136,0,3236266,0,44,0,0,0,6865222,6181492,1355236,585490,0,0,0,0,1454,1842,0,0,0,0,0,86,2442252,866616,3865360,0,3394,816,1338,2546,236130,6929814,276,0,0,0,2278800,1844578,742538,526874,415710,496478,869224,112,0,0,8221368,0,54,186,36,3236266,89224,977268,376410,155520,207500,176520,179480,207340,287760,,,130440,113942.33,8221368,8221368,8209872,43968,11604,88006,951200,7174314,1209600,203500,2,134,0,6043191.36,0.0,1125169.92,0,650,0,0,256,263228,2894300,3298164,672490,36564,8546,766,56412,114282,8221368,,8724,1070,219450,681112,358130,4337808,1532644,35086,290,0,1788,2768,5878872,84908,22,37750,0,24,6110260,4002,378,0,0,0,0,0,0,0,0,43416,94928,42466,0,0,191704,41790,8978460,1043502,0,0,0,0,18936790,2268.88,2388,1174976,969676,732440,402054,882198,863280,806094,585976,757598,22,0,0
neg,176,,66,66,0,0,0,0,0,0,4024,3814,18036,0,0,0,10222,0,0,0,0,0,28220,24442,6010,2026,0,0,0,0,24,20,0,0,0,0,0,0,25874,0,0,0,58,12,20,16,328,24418,1022,0,0,0,18922,4922,1436,392,146,36,16,4,0,0,34248,0,6,52,0,10222,432,2620,3374,,,,,,,,,5860,175.83,34248,34248,37704,62,0,3306,34060,25874,1209600,1716,2,10,0,19045.44,0.0,6771.84,0,0,0,0,0,1486,21174,3060,124,30,0,0,0,6,34248,,110,18,18,2890,1428,7508,12648,1144,110,0,82,176,20222,3250,0,26,0,88,20304,66,64,0,0,0,0,0,0,0,0,244,6,8,0,0,738,212,420,42,18002,62,0,0,0,40.8,42,8566,10388,2988,458,3352,122,0,0,0,0,0,0
neg,11698,,522,470,0,0,0,0,0,8778,756582,849450,219484,7146,0,0,715570,0,0,0,9150,17768,1530146,1250438,542854,238432,0,0,0,0,332,2026,0,0,0,0,0,0,0,1606286,235154,0,1948,728,740,1094,77008,1759912,10,0,0,0,1033958,564094,114038,51468,28484,16414,11698,14922,6272,92,2082754,50,412,324,2,715570,41928,231938,307578,335580,,,,,,,,201480,11698.36,2082754,2082754,2080810,4670,0,83716,866960,1841440,1209600,110462,2,194,0,1038429.12,345706.56,454481.28,0,346,0,0,213980,1035272,481232,100698,7334,2522,402,0,322,334,2082754,,4012,624,62164,379704,318448,527972,514110,34004,402,0,702,4018,1049150,83264,0,6580,0,0,1069054,6416,608,22690,357694,0,0,0,0,0,0,15342,2308,644,0,0,95312,17474,2080780,211600,0,0,0,0,1698330,1166.2,1270,836092,516652,205744,43744,57278,40356,70368,70844,362,0,0,0
neg,88,0,2130706432,74,0,0,0,0,0,0,94,14074,5056,0,0,0,7902,0,0,0,0,0,26268,19630,16212,2188,0,0,0,0,38,114,0,0,0,0,0,0,0,13060,6164,0,156,58,112,716,388,2344,15450,0,0,0,14822,2328,530,358,194,152,402,96,134,208,42526,10,10,10,0,7902,496,10756,5354,,,,,,,,,15760,88.48,42526,42526,41364,53,0,3954,42040,19322,1209600,1370,2,6,0,9830.4,0.0,8445.12,2,44,0,0,36,6594,10862,1084,644,4,0,0,4,8,42526,0,1118,32,42,912,1124,3684,11224,1064,24,0,122,152,10280,696,0,0,0,0,10312,134,56,0,0,0,0,0,0,0,0,426,0,0,7122,1058,766,126,31060,3112,12976,58,0,0,0,1.4,94,10050,5710,1620,514,372,212,694,24,0,28,0,0
